a0,a1,a2,a3,a4,a5,a6,a7,a8,labels
826,87.0,7,232.1729325034595,3,2,0.3627367991511695,96,1,4.0
916,74.0,4,96.284577963571,0,10,0.38605401982971765,78,5,4.0
174,95.0,6,111.16322051182509,15,2,0.33253063716087666,77,6,3.0
357,107.0,7,79.07487672314299,15,6,0.6216980605520073,92,1,4.0
32,116.0,4,154.2796857950528,6,8,0.7731570730539664,15,5,3.0
227,80.0,7,177.28713396603163,18,5,0.1101898784512251,46,6,3.0
608,116.0,6,74.88593458806103,12,1,0.3298132770697685,62,5,4.0
780,131.0,7,154.8465602006218,8,6,0.7864048319785879,61,6,5.0
630,64.0,1,272.75563035836313,1,1,0.4551254906741061,95,8,3.0
94,65.0,3,134.52762955279164,13,7,0.19393929532069132,8,7,2.0
933,89.0,6,178.8481436067526,8,7,0.22432852293666414,30,1,4.0
335,101.0,2,128.8937767161934,15,3,0.8552933551242283,13,1,3.0
123,61.0,4,67.1827107487142,15,8,0.7038140500657566,36,6,3.0
473,88.0,3,219.71729097283358,3,3,0.8069902412697499,16,5,4.0
981,61.0,1,233.59120892495577,9,4,0.661445068693555,36,4,4.0
624,87.0,1,210.71334212829842,16,5,0.7723398203447907,47,5,4.0
39,71.0,6,105.72568079297311,1,3,0.15794916647314963,49,8,2.0
231,100.0,6,291.1449956638097,0,1,0.2765625069779485,50,7,3.0
155,99.0,7,144.9897496630852,20,10,0.5113770658703777,86,3,3.0
870,93.0,8,65.3508183785782,1,4,0.599647810192125,98,4,5.0
975,111.0,3,83.04745989556264,14,1,0.01143275503388689,84,6,3.0
647,115.0,4,74.80970135652555,17,10,0.7787747532925914,25,1,4.0
769,84.0,7,286.2345298681637,1,4,0.12703721059010503,81,4,3.0
579,111.0,6,36.866870834306894,1,7,0.9901234470470492,45,1,4.0
279,94.0,4,46.79874574004216,17,5,0.2369892138585796,5,5,3.0
54,112.0,8,155.7164245220698,3,9,0.8568616535058519,19,2,3.0
889,71.0,5,121.18511513431694,3,3,0.2999439715522173,60,7,4.0
749,118.0,2,271.1188342099583,1,10,0.582915669432897,89,3,4.0
228,87.0,7,259.49085338998526,20,1,0.37088285262915005,19,8,3.0
165,71.0,1,248.44913224746884,18,4,0.3527536072906526,67,2,2.0
963,67.0,1,219.4242029945341,19,4,0.544589106449295,93,5,4.0
599,91.0,8,135.35780588277024,7,9,0.7270446173593602,12,7,4.0
802,115.0,7,223.07047083506703,5,9,0.311419599160254,38,2,4.0
742,84.0,1,224.93271294473755,6,7,0.9099958549261824,13,2,4.0
377,71.0,1,44.51807727866456,0,5,0.8081240219579325,75,6,3.0
482,117.0,1,13.12506383574763,20,10,0.5683903836826817,52,3,3.0
631,75.0,4,8.766264043311805,12,3,0.5441485156111645,82,5,4.0
918,81.0,8,251.45799615188838,20,3,0.39696933245628135,6,7,5.0
286,75.0,3,69.62021830040557,20,2,0.7846437403381383,48,5,3.0
75,82.0,2,227.4239242505215,16,10,0.1349916518784176,25,8,2.0
47,131.0,3,20.548627375609062,11,6,0.16612300011142564,95,6,2.0
21,93.0,8,81.97774346427535,20,10,0.506290602337649,80,7,3.0
740,123.0,8,255.80323425499702,12,8,0.49152300634866014,82,2,5.0
930,72.0,4,199.61537985081208,8,5,0.7007345829038018,90,8,5.0
15,109.0,6,10.970030340114805,9,4,0.8642268773906246,84,7,3.0
132,68.0,4,278.2735927313913,16,9,0.11614590632684463,57,8,2.0
161,99.0,3,202.74431161835741,13,6,0.07444103817488947,45,8,2.0
988,87.0,7,172.8954446954832,5,5,0.6250642153172518,52,8,5.0
229,95.0,7,257.59285064436256,19,5,0.33768030890840744,92,5,3.0
973,72.0,8,250.68413444703913,9,7,0.3367133617074483,10,8,5.0
892,71.0,3,14.075587942832021,2,4,0.33536592576779484,64,5,4.0
38,103.0,8,235.51570677557214,12,1,0.04863406818493866,2,4,2.0
51,82.0,2,155.24351188307278,14,2,0.8155732492205406,51,1,3.0
577,72.0,5,74.20148578541172,3,5,0.47426118598461636,7,4,4.0
728,81.0,5,210.3523363639699,2,1,0.5956537115537991,51,8,4.0
876,92.0,3,103.31632205995486,13,9,0.25940986866332755,34,6,4.0
62,72.0,7,242.85969648846688,15,5,0.3854635966335904,64,4,3.0
219,107.0,5,211.98451114232338,14,2,0.6627092826189788,44,8,3.0
469,98.0,5,223.65251794286277,13,3,0.7310787128160074,90,4,4.0
457,94.0,6,12.080710673386353,8,9,0.4241981305465637,21,8,3.0
116,82.0,1,183.47300360201288,0,1,0.7654031745070482,32,4,2.0
302,110.0,8,287.14269908092416,4,5,0.11720908700942803,50,3,3.0
970,111.0,1,225.56948414912014,17,2,0.8877405122397889,88,5,5.0
613,116.0,4,255.4544204659132,15,7,0.38582249161673626,39,5,4.0
861,66.0,3,8.357867759386108,10,1,0.11110162765603014,70,1,3.0
217,82.0,8,218.1308093034599,19,4,0.6457589502558085,4,3,4.0
814,83.0,8,14.592745917119343,16,6,0.7377465255321869,46,8,5.0
655,113.0,5,271.73616387757744,11,1,0.23573020558948657,27,1,4.0
357,114.0,4,175.80887066056647,14,8,0.43289079611177766,93,5,3.0
295,117.0,8,218.29823819862943,5,3,0.11545214369800338,47,6,3.0
710,105.0,6,155.59524009523878,0,10,0.7398802773488908,50,5,4.0
520,120.0,7,288.34802415110175,4,4,0.8439311371068655,81,4,4.0
470,78.0,4,30.962732417378376,18,8,0.4663357370184749,44,2,3.0
177,74.0,3,198.98211477658413,17,8,0.3319499183367298,45,8,3.0
983,77.0,3,28.599293251677036,9,5,0.35786927289632986,47,5,4.0
584,134.0,2,82.33425844180988,17,7,0.41126788312017154,49,6,3.0
388,83.0,6,180.3778850431999,5,2,0.7204966516422953,84,3,4.0
28,88.0,5,273.06081089409923,1,2,0.7066377139222091,32,2,3.0
624,82.0,6,11.607845383646287,15,9,0.8115404948890168,62,7,4.0
579,102.0,4,256.2796011966307,18,5,0.7237301992225098,80,5,4.0
576,134.0,4,282.17045125757363,1,5,0.7640217378757644,61,6,4.0
734,93.0,5,34.355750637972946,18,5,0.07655565701586511,27,8,3.0
452,120.0,4,279.3344849014519,0,5,0.4468693198708072,99,7,3.0
638,71.0,6,131.83277271827413,18,5,0.4929074273868768,71,7,4.0
763,111.0,4,41.83978016916357,14,10,0.587987467203324,53,5,4.0
962,88.0,2,143.62780824251854,2,3,0.7177912676059356,93,6,4.0
13,70.0,7,55.95047541254211,14,6,0.09381387216428379,7,6,2.0
333,115.0,2,115.02071596891297,1,5,0.6554831579398565,88,6,3.0
21,81.0,5,23.196086440747276,15,10,0.475249390059337,57,5,3.0
136,108.0,8,290.8498002952595,1,9,0.4332633808566472,7,5,3.0
284,92.0,5,247.52069024103685,14,8,0.1651083728418684,83,4,3.0
333,90.0,1,234.81508155729594,17,9,0.9230155407971612,79,3,3.0
998,81.0,6,294.7477889461209,5,10,0.8145484288941486,70,2,5.0
377,111.0,8,54.487210661460786,6,6,0.8446243396266939,23,3,4.0
838,77.0,8,239.97331408160719,1,7,0.06838758678629894,19,1,3.0
44,101.0,3,69.0027088309017,7,8,0.5616281804944993,79,6,2.0
465,70.0,3,144.3996640002196,13,2,0.9863732451320322,50,2,4.0
127,100.0,1,68.18616057292289,17,3,0.8051117587337151,47,8,3.0
977,113.0,2,211.45425478154874,7,6,0.3042108701358319,65,4,4.0
267,108.0,2,185.0023397926088,9,8,0.25693416690754806,1,2,3.0
889,94.0,2,186.37008751902727,16,7,0.7614919095799346,95,4,5.0
755,96.0,7,164.8830352286103,9,9,0.34422923525487653,65,7,4.0
189,106.0,6,206.8596721278281,12,3,0.11375559747613548,59,7,3.0
458,75.0,8,211.15955618587563,10,4,0.11759377695783116,43,5,3.0
637,73.0,8,30.039710512495528,10,3,0.9963912275764011,27,1,5.0
322,78.0,6,56.871158897412606,18,4,0.6692450868340971,67,5,4.0
674,104.0,1,126.8654875775983,2,3,0.40720728107696014,75,2,3.0
863,99.0,7,271.85974431590057,16,3,0.11780647077852673,64,1,4.0
705,85.0,5,207.7797632423907,1,8,0.09398505063340831,78,5,3.0
704,75.0,4,212.96718004767618,19,5,0.8883637543864434,42,1,5.0
817,75.0,2,184.79286075737056,6,9,0.5510936065283731,9,1,4.0
305,99.0,4,115.98043930507606,1,1,0.5447800063953236,66,8,3.0
164,69.0,7,225.73731544876256,6,10,0.49555289282564363,35,4,3.0
75,111.0,7,238.7927983519761,9,3,0.7143202112285112,88,4,3.0
925,96.0,2,112.07423113372985,2,3,0.36067482873807105,41,3,4.0
716,114.0,1,263.4756196990234,14,7,0.5016505623376967,9,6,4.0
341,78.0,8,12.346450648869391,19,9,0.13088358180923432,25,5,3.0
203,122.0,7,295.9145131056133,10,4,0.8976723093810449,51,5,4.0
11,95.0,2,299.315052209666,11,10,0.21027362281966563,53,2,2.0
633,81.0,7,180.31239013798657,4,4,0.02097293619406203,78,4,3.0
382,105.0,4,79.46390755444209,14,4,0.19619457163255807,3,3,3.0
447,109.0,8,134.1892991612796,12,8,0.4819631592958458,39,4,4.0
541,70.0,7,79.13646943328855,11,1,0.042935776692871665,94,5,3.0
991,83.0,1,286.7918535673889,17,4,0.37686710049532457,71,5,4.0
796,93.0,3,8.154201736768554,8,5,0.3754445129947389,99,4,4.0
491,77.0,1,9.65814965673335,14,1,0.5185272638398583,63,3,3.0
820,97.0,3,234.1921774373204,5,3,0.7322196255294648,37,3,4.0
724,97.0,2,184.65843717638694,2,8,0.6424629208165934,91,5,4.0
783,89.0,7,24.910218517017707,13,4,0.020564946615343214,50,2,3.0
136,84.0,1,94.75618606251152,8,6,0.8370574278202916,25,7,2.0
462,111.0,6,166.31700839069632,9,3,0.3011120564057309,13,8,3.0
879,121.0,6,66.30347892173029,14,8,0.9339023661581148,20,7,5.0
157,108.0,8,269.85174579272234,13,5,0.92467169246973,81,4,4.0
302,118.0,7,160.73478962808912,13,2,0.5113200075715264,67,8,4.0
559,80.0,6,16.500527224715245,4,10,0.6876025859215714,93,1,4.0
597,84.0,3,119.56508425522038,18,4,0.1675376230877168,26,3,3.0
277,84.0,6,147.02832497170152,8,9,0.5035291369553868,62,1,3.0
102,83.0,2,99.62002034197896,17,3,0.9633670956813407,66,6,3.0
503,113.0,6,97.203617198901,10,8,0.6070623948347654,51,3,4.0
325,82.0,3,178.6903241467973,3,3,0.07151895158370984,80,1,2.0
474,113.0,7,149.79871874341097,2,4,0.9149492055044124,78,6,4.0
75,131.0,2,206.35066090975957,8,1,0.42448051680607585,16,6,2.0
625,80.0,1,55.31732764999827,5,2,0.06677708056390921,92,6,2.0
626,106.0,1,37.85836590926304,16,2,0.9499299515379211,81,8,4.0
704,104.0,2,64.42900795779993,9,9,0.04725600585701501,19,3,3.0
230,130.0,2,130.02516737398952,1,9,0.19682946749229083,81,8,2.0
114,94.0,4,109.41500350876598,16,3,0.31472506962675856,39,4,3.0
533,81.0,1,216.07452457101337,1,3,0.6554504745790926,17,5,3.0
769,93.0,3,109.22810124684342,5,5,0.1322137168097389,14,2,3.0
328,78.0,5,230.7569183820509,12,7,0.8952298078915228,49,6,4.0
867,76.0,6,13.359887840867009,3,6,0.3299181719285409,20,1,4.0
239,113.0,2,131.88463623464824,20,6,0.8563930891908136,54,1,3.0
294,117.0,7,258.79816872272545,12,9,0.7623665003145579,78,1,4.0
44,100.0,2,11.189009081314946,18,4,0.41531902508704294,65,4,2.0
295,64.0,7,44.25840738769468,9,7,0.6047770719957453,96,6,3.0
482,117.0,5,165.46285501465906,17,1,0.9921898399431774,57,1,4.0
600,81.0,4,275.0187204522279,1,1,0.2999342953311297,81,8,3.0
300,87.0,6,1.126739007954306,13,6,0.6638142176962445,98,4,4.0
574,73.0,8,98.34176935867427,13,3,0.33602699405847597,22,1,4.0
401,103.0,7,191.60711465656877,15,7,0.14945574494483346,57,6,3.0
983,90.0,1,205.51355519854374,3,3,0.6015911227796119,61,2,4.0
338,115.0,7,169.66247537746798,1,3,0.26220169509636726,92,8,3.0
926,124.0,8,46.57245231741241,0,2,0.9419142832707339,49,8,5.0
373,121.0,6,107.92765682045223,7,1,0.46866355999028403,72,8,3.0
62,99.0,1,143.04301954405022,18,6,0.9199878017436844,15,3,3.0
419,106.0,6,259.66410012928645,1,2,0.19339193336485802,91,4,3.0
600,126.0,5,168.33912753724198,20,7,0.5322802852045191,51,4,4.0
359,93.0,1,57.31070495752128,5,10,0.21289881745807956,1,5,2.0
341,119.0,6,256.6294744812636,7,6,0.6681982320787067,12,7,3.0
918,110.0,7,113.77148627807017,11,7,0.3933171040490661,22,3,5.0
845,92.0,3,168.547545123182,12,4,0.1624346523778163,70,3,4.0
737,101.0,2,62.48242712607324,11,9,0.7449689151420238,87,6,4.0
592,73.0,5,239.14743889586904,13,10,0.25534426832248236,12,3,4.0
666,101.0,3,181.34116662197565,0,4,0.824810577052274,12,1,4.0
526,106.0,6,101.57091314517865,2,10,0.6799114098049619,38,7,4.0
146,99.0,1,242.03869704663927,19,9,0.13849109759535091,87,6,2.0
166,75.0,6,23.93851124905379,4,7,0.31023567349130454,13,2,3.0
251,129.0,6,284.83060437573243,10,8,0.9400516244559637,42,3,4.0
995,86.0,8,64.7801978430688,10,8,0.9448111414542685,93,2,5.0
933,108.0,5,208.09709917687488,20,1,0.9316407858903759,30,1,5.0
289,105.0,2,142.89573225378012,11,9,0.8813517099132727,5,3,3.0
406,122.0,6,273.0062688613203,11,4,0.19302499980114463,92,4,3.0
40,71.0,5,116.33227360555418,19,3,0.15973536967597735,1,3,2.0
115,82.0,1,247.32012632288965,17,1,0.7578032407864322,39,7,3.0
146,90.0,5,222.0932784926882,13,7,0.14359024937998216,55,5,3.0
225,115.0,6,279.9134374419339,15,9,0.7157714471810421,82,1,3.0
755,67.0,1,224.37529112508696,10,4,0.28888021220513915,7,4,4.0
248,104.0,8,255.20936436305513,8,8,0.2809275463998648,72,1,3.0
933,78.0,8,70.204733311933,10,2,0.5211784792649902,69,2,5.0
229,85.0,2,262.4003825041625,3,5,0.8935081559168805,35,7,3.0
453,113.0,7,142.0005139874658,9,3,0.11664427449102265,25,7,3.0
328,92.0,7,201.05261860224823,16,7,0.07031324452263292,95,1,3.0
297,129.0,1,253.44074157838247,4,9,0.43631771125316865,48,6,3.0
276,76.0,3,73.65945429760887,6,9,0.16170094135345406,95,1,2.0
899,103.0,5,255.6882451453147,8,3,0.1654007539351778,17,4,4.0
564,65.0,6,125.60366889485331,7,6,0.26284010377598405,79,1,3.0
872,75.0,4,175.77888191353432,5,7,0.8064209282358158,5,8,5.0
323,95.0,2,46.671858824450034,16,1,0.19929739241603328,48,3,3.0
507,81.0,2,33.34529413184507,17,10,0.28581799178644257,96,2,3.0
492,95.0,7,48.77367199595843,7,8,0.04205844320018144,93,4,3.0
380,78.0,6,122.7867548224346,14,1,0.7459480868594462,68,5,4.0
702,144.0,7,271.2031696848156,13,6,0.4616071669179846,32,2,4.0
515,91.0,7,17.92225053331963,11,2,0.1740891938206207,16,4,3.0
739,78.0,7,11.717484160807038,2,9,0.6258673208751168,55,2,4.0
895,85.0,8,38.108479296936366,4,9,0.42267135116122156,81,8,4.0
119,95.0,1,201.07282043059678,17,5,0.987143616464988,39,5,3.0
736,93.0,8,152.82122610126444,19,4,0.4565331320906289,2,8,5.0
289,115.0,2,87.59335537521928,19,4,0.49026229550060374,73,8,3.0
942,87.0,6,206.95494417507066,6,1,0.014630330995034257,18,7,3.0
466,99.0,7,157.7717003368739,2,2,0.47098217491775507,51,2,4.0
682,94.0,3,150.37202962481072,17,2,0.5384266510209592,79,4,4.0
524,103.0,5,53.19180664179892,20,7,0.7392123226757508,92,2,4.0
880,62.0,4,16.011386778253165,2,1,0.9348275680645639,77,5,4.0
539,78.0,4,202.4283836264373,2,6,0.2828459901462895,38,3,3.0
462,65.0,8,222.98557795312303,12,6,0.24893987934868295,17,7,4.0
920,85.0,6,231.97020729899782,16,2,0.12733445499062618,37,8,4.0
697,82.0,4,132.66071877224425,4,5,0.4299393871947648,27,4,4.0
598,95.0,2,38.44515170585264,20,7,0.7889475029785159,96,8,4.0
598,121.0,5,215.53548194953254,7,9,0.5866383948203592,92,2,4.0
120,74.0,7,145.1675602110403,20,3,0.9072280341693202,85,6,4.0
534,105.0,6,91.0787003486256,20,9,0.8748868907532479,7,4,4.0
573,102.0,6,132.5619594885326,8,5,0.7531156537708976,83,5,4.0
409,131.0,2,176.7140639925599,11,4,0.8900338638090924,58,3,4.0
683,80.0,3,92.21675564018528,12,8,0.855920062506766,8,7,4.0
586,79.0,8,75.41593007494825,5,8,0.8064589979121216,33,2,4.0
108,94.0,2,259.373755462346,18,9,0.8356234834013297,76,1,3.0
314,97.0,2,68.79000679333464,16,1,0.6392426985156453,90,6,3.0
881,119.0,8,288.98574539711933,11,7,0.19524992913147451,94,2,4.0
253,69.0,2,177.20846430174313,4,5,0.028040297649973414,97,2,2.0
298,87.0,2,290.0728347113085,10,2,0.7645097489890936,20,7,3.0
730,154.0,2,208.3443188528368,12,1,0.03470263037721627,43,2,3.0
80,117.0,7,280.3013355903039,13,4,0.9219652717075022,26,2,3.0
486,81.0,5,164.49910123160245,1,8,0.3593149110011134,70,8,3.0
19,107.0,5,172.95679965807443,1,6,0.05566096765197073,60,3,2.0
389,100.0,3,79.98299502318369,0,6,0.1775462322413666,82,2,2.0
418,95.0,3,54.980335087802246,20,5,0.4740134725072513,20,5,3.0
58,120.0,3,136.19318001796802,10,8,0.9615211602520836,85,3,3.0
958,77.0,3,173.5383148868296,5,8,0.3974859881206169,28,7,4.0
142,75.0,1,145.942599977732,5,1,0.9860907548900507,37,2,3.0
537,97.0,8,41.83642394283143,8,6,0.09992968300271236,83,1,3.0
897,110.0,4,180.9626297541305,13,4,0.23919066209131298,93,8,4.0
447,85.0,4,73.6020427513553,10,2,0.4188461861697295,37,3,3.0
576,74.0,6,37.43480634474611,8,6,0.5252209648091997,59,7,4.0
324,104.0,5,31.91285734529611,15,2,0.5988899519794787,15,5,3.0
730,65.0,6,224.79159105144333,8,6,0.9974854669901921,2,6,5.0
244,65.0,3,117.61340544479624,0,3,0.7660302397724754,61,8,3.0
951,72.0,5,85.54357091770441,16,2,0.8018739609995503,82,7,5.0
551,78.0,6,233.2187275701817,2,8,0.4747276105021569,78,8,4.0
999,102.0,1,56.930316991150946,4,1,0.7217176424177785,55,1,4.0
626,65.0,1,142.26422924160204,0,6,0.3158701164705726,25,5,3.0
716,76.0,3,120.60311754683894,16,5,0.44842391486191346,98,2,4.0
813,130.0,6,73.67550413730237,7,2,0.6240888611837743,86,8,4.0
693,108.0,2,110.0211256441282,3,4,0.6576439750404978,91,1,4.0
588,84.0,8,238.332289325086,8,3,0.03550636886651392,12,8,3.0
312,101.0,8,181.94111576136433,8,8,0.4882974382432503,79,3,3.0
869,96.0,3,123.63458231846137,5,2,0.9471765436561321,89,2,5.0
155,94.0,5,33.80717434172091,16,4,0.05180040278341221,55,3,2.0
91,96.0,7,67.05411711910573,17,5,0.7858015906934857,11,3,3.0
665,141.0,7,46.867984049227964,12,1,0.8358534595405874,70,4,4.0
663,118.0,3,237.2461028810767,15,1,0.23811098045153542,36,8,4.0
399,75.0,3,250.37105413603098,5,2,0.7946374075393645,58,4,3.0
858,83.0,4,65.84925948237152,3,2,0.9947897735749469,97,3,5.0
715,86.0,2,161.5204001324714,7,8,0.9286531978953675,27,2,4.0
835,81.0,2,69.04746334462304,5,4,0.19462506595638895,90,6,3.0
790,107.0,7,221.82895620117284,3,2,0.6333633960672693,27,6,5.0
529,85.0,6,133.96480625587475,3,8,0.14077094344726093,46,3,3.0
400,66.0,5,40.39109247682551,13,2,0.5988306494755947,45,3,4.0
563,89.0,2,202.69777011002205,5,6,0.36792811001694153,82,7,3.0
832,95.0,5,46.50971737179355,11,4,0.39876088791063563,100,4,4.0
162,64.0,2,131.12793670933587,18,4,0.2411932331887316,86,8,2.0
506,116.0,2,220.99094456851654,2,4,0.5462638757919688,92,1,3.0
662,117.0,5,58.35714952611578,17,6,0.1666593533306586,3,4,3.0
438,123.0,2,294.993305512762,10,8,0.9044346402751728,42,7,4.0
440,104.0,8,188.35395493368995,15,8,0.2305207281048436,33,1,4.0
44,76.0,4,63.043736412170404,2,4,0.9358818396113495,59,3,2.0
182,110.0,8,122.10126290284695,0,1,0.22975817338828983,73,4,3.0
30,141.0,3,291.16336638545584,12,6,0.45976353866020864,86,3,2.0
564,92.0,1,218.46765582375969,10,6,0.8927070880633315,16,6,4.0
994,91.0,8,69.28556040535176,19,6,0.2556104549643134,100,3,5.0
328,84.0,5,284.7039076575414,9,2,0.04349208972959779,53,3,2.0
778,107.0,1,238.96459026686654,17,9,0.21333449955849892,67,7,3.0
392,91.0,4,224.46828727679312,19,10,0.8814490870225586,16,5,4.0
184,83.0,7,137.2359947815845,5,10,0.7732772533209158,35,2,3.0
607,78.0,4,13.947518650126872,7,10,0.31484080023865485,51,4,3.0
716,94.0,6,260.6435440512514,15,1,0.9787675807916412,81,1,5.0
146,99.0,5,214.8061762739553,1,1,0.2764830625423234,94,3,2.0
633,127.0,4,2.526249699817532,12,4,0.9013632806497119,44,6,4.0
180,75.0,2,212.54642076584872,3,6,0.6414417064074686,4,8,3.0
624,93.0,8,272.694847471461,7,10,0.16096590550794862,57,2,3.0
321,78.0,3,157.67336848590068,18,8,0.26760824174375486,18,7,3.0
618,64.0,8,171.76335460021403,5,4,0.11395959132846517,52,2,3.0
356,74.0,2,226.6113149733282,12,5,0.45239984037596004,9,7,3.0
126,85.0,5,77.3218938160069,8,5,0.28662265962517136,62,3,2.0
252,96.0,1,43.87742643487214,9,8,0.686632516166134,99,7,3.0
97,104.0,3,186.04825392038546,17,5,0.9592212842280718,35,7,3.0
863,115.0,3,256.78330332946047,15,10,0.9908541858490707,38,5,5.0
294,88.0,6,159.4615267604269,4,4,0.16046518718656752,75,1,3.0
784,74.0,5,93.20949353922404,15,10,0.16554726608826376,10,4,4.0
230,102.0,8,161.0139746070804,13,10,0.7871495435900959,53,2,4.0
247,93.0,6,234.91573534235673,9,8,0.7531654914593431,43,5,3.0
255,85.0,3,112.24285505185728,17,2,0.8333595338795361,11,7,3.0
899,69.0,1,33.05143578041155,13,5,0.43505298192891095,30,2,4.0
469,102.0,5,194.79107131539743,11,6,0.4625062214189429,5,5,4.0
461,125.0,3,255.709900795257,19,10,0.537336656578261,12,8,4.0
701,86.0,4,172.04488216266034,17,4,0.028272484682465203,89,8,3.0
26,94.0,1,273.4536629205711,16,7,0.7589210906111893,18,4,2.0
740,103.0,6,36.13139641321799,9,4,0.8732100533390589,76,5,5.0
576,134.0,4,90.65548891990571,18,8,0.44458505475681753,35,2,4.0
300,99.0,5,190.88995755557264,14,3,0.23074478251023814,41,3,3.0
326,89.0,7,161.95662838564832,18,3,0.8713145914802066,70,4,4.0
780,86.0,6,52.41693057460343,9,9,0.17878927294454544,73,2,4.0
914,96.0,5,101.89684346580528,4,1,0.9493495333370237,42,1,5.0
641,98.0,1,219.48132733619028,13,10,0.8283106045096985,87,7,4.0
582,64.0,5,108.85317056076445,3,4,0.47751998659185785,67,7,4.0
171,82.0,2,90.97559827373247,4,4,0.9723192763814114,17,5,3.0
795,92.0,7,9.10895059683597,16,6,0.3790813355905302,59,6,4.0
943,83.0,7,102.33703017716623,4,6,0.28395009144045197,36,3,4.0
230,79.0,7,291.6236427813575,0,8,0.4617803102777275,16,7,3.0
99,123.0,5,177.20387412826128,15,4,0.611942129723692,83,7,3.0
716,73.0,5,169.68060987613703,16,3,0.7967950799630682,30,7,5.0
20,78.0,8,28.9555005278579,1,10,0.5354887237073982,13,2,3.0
419,85.0,6,126.27689254305571,6,2,0.8334583846609706,18,8,4.0
217,77.0,8,63.28465038500394,15,9,0.07484402278700907,69,7,3.0
125,81.0,1,147.20776883073052,10,10,0.2684608461904058,5,7,2.0
13,78.0,1,208.88278836898388,15,10,0.9398574877994549,29,8,2.0
922,86.0,2,196.30636907299086,0,8,0.7140672501534047,16,5,4.0
857,80.0,5,170.44816650441555,4,9,0.5400217413245998,8,4,4.0
391,98.0,3,53.526693080077536,12,1,0.46971035727325244,39,6,3.0
672,124.0,4,149.3919930564113,2,3,0.16952199205037444,42,1,3.0
185,93.0,5,264.0778383421893,18,6,0.40779871659865,93,2,3.0
158,74.0,8,216.07133356075082,19,10,0.7157181295564894,86,6,4.0
498,80.0,5,103.61432479554668,20,3,0.7711455844912892,51,4,4.0
563,72.0,7,29.542035695359615,15,9,0.9790435405236328,35,7,4.0
39,117.0,3,18.77420223674129,6,7,0.7092394684441015,40,6,2.0
897,72.0,8,215.55676610332125,6,1,0.5952820503925697,86,6,5.0
433,115.0,2,162.0672417889283,6,7,0.3820489968111888,65,5,3.0
601,109.0,2,103.59482214204589,18,2,0.35748509437457965,11,4,4.0
306,78.0,2,219.58057721933048,10,3,0.46608010160454255,61,4,3.0
876,92.0,1,27.091908587129346,20,3,0.7241998171005336,53,6,4.0
990,89.0,5,23.72787228255144,16,9,0.33057920192143075,78,6,4.0
159,89.0,7,28.181736130403184,7,6,0.9989162706851603,59,2,3.0
498,92.0,3,5.669611646632891,6,2,0.14452680687239278,38,8,3.0
179,82.0,8,19.814161669474966,4,3,0.09874861245089536,15,5,2.0
909,96.0,8,283.73574180440096,0,9,0.3427707474742552,53,5,4.0
802,66.0,2,249.07579930444354,0,5,0.9809085377570925,77,4,4.0
309,74.0,6,92.46238690996518,11,10,0.9637338475762425,35,1,4.0
175,97.0,5,50.697414616819565,4,5,0.7831788042754635,49,1,3.0
373,64.0,6,153.09769590984158,18,7,0.019161725091201915,67,2,2.0
682,106.0,4,205.17462291528858,3,3,0.8254245594894692,21,5,4.0
380,92.0,5,59.338535583120304,20,7,0.8809022276195506,56,3,4.0
476,77.0,8,40.74675994865416,1,5,0.30974924145073285,75,6,3.0
329,73.0,7,69.2944161518833,19,6,0.9682691402204585,84,8,4.0
70,83.0,5,151.2959964314739,7,2,0.7302648761552166,23,2,3.0
202,79.0,2,16.599435658413416,19,6,0.43543859855497896,86,7,3.0
205,74.0,4,264.8072347675013,15,9,0.5150183957224677,41,7,3.0
142,112.0,6,54.27081203529206,15,7,0.350588185207837,76,4,3.0
767,97.0,3,61.39514969567875,14,10,0.5473580161306834,86,4,4.0
628,120.0,5,62.97217504223964,17,5,0.1325501690540497,71,6,3.0
82,110.0,8,61.0557334067089,15,9,0.19996005437045256,64,2,3.0
694,120.0,2,97.68430929486375,1,4,0.4378243936748719,3,3,3.0
32,94.0,6,95.62154942791845,19,5,0.2740811615805803,17,4,3.0
495,66.0,6,131.02286535989467,11,7,0.8493976498238961,63,1,4.0
852,98.0,2,54.30917087193447,20,5,0.4365680495404508,37,5,4.0
56,88.0,4,165.2296644884294,1,7,0.6082335567238125,51,6,2.0
676,75.0,2,288.33060876004924,6,4,0.9937570552529161,21,7,4.0
765,100.0,5,298.140840103564,10,4,0.4734997183015394,15,5,4.0
241,80.0,8,168.96089702043736,12,7,0.0500148448628089,14,7,3.0
164,78.0,1,38.9424197371524,12,1,0.1639546634079091,85,3,2.0
159,79.0,4,30.912850570312536,9,5,0.3004140094648204,8,4,2.0
651,93.0,2,206.82110311000295,20,10,0.9905448307879754,38,6,4.0
238,90.0,8,109.83828004553924,2,5,0.4081765962479748,21,3,3.0
396,112.0,7,297.5323663414054,20,3,0.755324393744501,67,8,4.0
797,78.0,3,241.91159346625767,15,3,0.485488707798136,81,7,4.0
979,106.0,7,83.04467104112219,17,8,0.3332986889712048,93,4,5.0
227,75.0,5,158.6481449945544,9,5,0.21099208683113035,62,2,3.0
947,61.0,7,173.53071593161883,19,10,0.44936798252435817,15,6,5.0
839,79.0,4,184.16924502306796,7,9,0.716157206644111,44,5,5.0
103,113.0,3,159.9154765441986,8,1,0.42686897958173986,96,7,2.0
